Record_ID,Car_Model,Model_Year,Mileage_KM,Fault_Category,Fault_Type,Severity,Parts_Required,Parts_Availability,Garage_Type,Mechanic_Expertise,Location,Day_of_Week,Time_of_Day,Actual_Repair_Hours
741,Suzuki Alto,2020,50186,Engine,Throttle Body Issue,Minor,Throttle Body Cleaner,Order Required,Authorized,9,Devinuwara,Sunday,Morning,0.6
742,Suzuki Alto,2016,128435,Brake,ABS Sensor Fault,Major,ABS Sensor,In Stock,Local,7,Weligama,Friday,Afternoon,3.6
743,Suzuki Alto,2014,170126,Engine,Water Pump Failure,Major,Water Pump,In Stock,Local,21,Nawimana,Wednesday,Evening,10.0
744,Suzuki Alto,2011,167762,Electrical,Alternator Failure,Major,Alternator,In Stock,Authorized,5,Bambalapitiya,Tuesday,Evening,9.4
745,Suzuki Alto,2011,230251,Engine,Fuel Injector Clog,Moderate,Injector Cleaning,In Stock,Local,16,Kirulapone,Thursday,Evening,1.8
746,Suzuki Alto,2019,191371,Engine,Coolant Leak,Moderate,Radiator Hose/Pipe,Order Required,Authorized,17,Seethawaka,Friday,Afternoon,1.2
747,Suzuki Alto,2012,239988,AC,No Cooling,Minor,Refrigerant Gas,Order Required,Local,10,Kaduwela,Monday,Evening,1.1
748,Suzuki Alto,2013,138947,Engine,Coolant Leak,Minor,Radiator Hose/Pipe,In Stock,Local,6,Grandpass,Wednesday,Afternoon,1.2
749,Suzuki Alto,2017,80035,Body,Rust Patch,Minor,Tinkering/Painting,In Stock,Authorized,13,Mulatiyana,Friday,Morning,2.7
750,Suzuki Alto,2022,30037,AC,No Cooling,Moderate,Refrigerant Gas,In Stock,Local,20,Pallimulla,Wednesday,Afternoon,2.0
751,Suzuki Alto,2022,16425,Brake,ABS Sensor Fault,Moderate,ABS Sensor,Order Required,Authorized,12,Paburana,Sunday,Afternoon,1.1
752,Suzuki Alto,2019,63048,Electrical,Starter Motor Fault,Moderate,Starter Motor,In Stock,Local,4,Matara,Sunday,Evening,3.6
753,Suzuki Alto,2013,144564,Electrical,Alternator Failure,Moderate,Alternator,In Stock,Local,24,Pallimulla,Monday,Evening,1.6
754,Suzuki Alto,2022,73503,Electrical,Alternator Failure,Major,Alternator,In Stock,Authorized,6,Nawimana,Saturday,Morning,8.5
755,Suzuki Alto,2018,65373,Electrical,Starter Motor Fault,Major,Starter Motor,In Stock,Authorized,18,Pitabeddara,Sunday,Afternoon,0.0
756,Suzuki Alto,2018,124895,Engine,Hard Starting,Moderate,Starter Motor/Battery,Order Required,Authorized,11,Weligama,Sunday,Morning,1.3
757,Suzuki Alto,2021,61165,AC,No Cooling,Moderate,Refrigerant Gas,In Stock,Local,23,Mulatiyana,Saturday,Evening,0.0
758,Suzuki Alto,2020,51995,Engine,Throttle Body Issue,Minor,Throttle Body Cleaner,In Stock,Authorized,5,Meddawatta,Thursday,Afternoon,0.8
759,Suzuki Alto,2021,59838,Brake,ABS Sensor Fault,Moderate,ABS Sensor,In Stock,Local,15,Kaduwela,Tuesday,Afternoon,1.0
760,Suzuki Alto,2017,133168,Electrical,Starter Motor Fault,Moderate,Starter Motor,In Stock,Local,12,Slave Island,Wednesday,Morning,2.3
761,Suzuki Alto,2018,91676,Electrical,Check Engine Light,Minor,Sensor (O2/MAP),In Stock,Authorized,9,Akuressa,Saturday,Morning,0.7
762,Suzuki Alto,2015,41509,Electrical,Rat Bite Damage,Major,Wiring Harness Repair,Order Required,Authorized,15,Pitabeddara,Saturday,Evening,7.6
763,Suzuki Alto,2021,17762,Engine,Oil Leak (Gasket),Minor,Valve Cover Gasket,In Stock,Local,12,Padukka,Monday,Afternoon,1.7
764,Suzuki Alto,2013,149795,Engine,Fuel Injector Clog,Moderate,Injector Cleaning,In Stock,Local,22,Kirinda Puhulwella,Tuesday,Morning,1.4
765,Suzuki Alto,2016,70098,Brake,Disc Rotor Warped,Minor,Disc Skimming,In Stock,Local,9,Nawimana,Saturday,Evening,1.1
766,Suzuki Alto,2013,49059,Electrical,Rat Bite Damage,Moderate,Wiring Harness Repair,Order Required,Local,24,Slave Island,Saturday,Afternoon,2.0
767,Suzuki Alto,2015,134865,Engine,Radiator Fan Failure,Moderate,Fan Motor,In Stock,Local,3,Maradana,Thursday,Afternoon,3.9
768,Suzuki Alto,2019,176209,Electrical,Headlight Issue,Minor,Bulb/Fuse,In Stock,Local,8,Seethawaka,Thursday,Morning,0.5
769,Suzuki Alto,2020,45380,AC,No Cooling,Moderate,Refrigerant Gas,In Stock,Local,7,Modara,Sunday,Morning,2.4
770,Suzuki Alto,2019,17412,Transmission,Clutch Slipping,Moderate,Clutch Plate Set,In Stock,Authorized,19,Weligama,Saturday,Evening,5.3
771,Suzuki Alto,2011,174608,Suspension,Rim Bend,Minor,Rim Repair,In Stock,Authorized,8,Meddawatta,Sunday,Morning,0.6
772,Suzuki Alto,2011,102645,Transmission,Transmission Oil Leak,Moderate,Oil Seal,In Stock,Local,24,Kolonnawa,Tuesday,Evening,1.9
773,Suzuki Alto,2022,26961,Engine,Timing Belt Noise,Moderate,Timing Belt Kit,In Stock,Authorized,15,Athuraliya,Saturday,Evening,4.1
774,Suzuki Alto,2022,24747,Body,Windshield Crack,Major,Windshield Glass,In Stock,Authorized,13,Padukka,Monday,Morning,8.0
775,Suzuki Alto,2011,168166,Engine,Radiator Cap Fault,Minor,Radiator Cap,In Stock,Local,14,Borella,Sunday,Afternoon,0.5
776,Suzuki Alto,2020,139523,Body,Bumper Crack,Minor,Bumper Repair,In Stock,Local,16,Hiththetiya,Sunday,Morning,1.1
777,Suzuki Alto,2019,79764,Electrical,Starter Motor Fault,Major,Starter Motor,In Stock,Local,17,Pasgoda,Monday,Evening,4.4
778,Suzuki Alto,2022,26134,Engine,Radiator Fan Failure,Moderate,Fan Motor,In Stock,Authorized,19,Hakmana,Sunday,Evening,3.0
779,Suzuki Alto,2012,165961,Electrical,Rat Bite Damage,Moderate,Wiring Harness Repair,In Stock,Local,25,Pasgoda,Wednesday,Evening,2.6
780,Suzuki Alto,2015,140713,Engine,Blown Head Gasket,Major,Head Gasket Set,In Stock,Local,3,Akuressa,Wednesday,Afternoon,49.6
781,Suzuki Alto,2016,92809,Transmission,Gear Shifting Hard,Moderate,Gear Cable/Oil,In Stock,Local,7,Pitabeddara,Saturday,Afternoon,4.7
782,Suzuki Alto,2021,119948,Electrical,Starter Motor Fault,Moderate,Starter Motor,In Stock,Authorized,15,Walgama,Wednesday,Evening,2.5
783,Suzuki Alto,2011,49489,Engine,Hard Starting,Minor,Starter Motor/Battery,In Stock,Local,15,Malimbada,Friday,Afternoon,0.5
784,Suzuki Alto,2020,72356,Brake,Brake Shoe Wear,Moderate,Brake Shoes,In Stock,Authorized,19,Pallimulla,Tuesday,Afternoon,1.4
785,Suzuki Alto,2020,20527,Electrical,Rat Bite Damage,Moderate,Wiring Harness Repair,In Stock,Authorized,16,Dikwella,Thursday,Evening,3.7
786,Suzuki Alto,2020,49590,Brake,ABS Sensor Fault,Moderate,ABS Sensor,Order Required,Authorized,20,Devinuwara,Monday,Afternoon,1.1
787,Suzuki Alto,2018,22350,Brake,Brake Shoe Wear,Minor,Brake Shoes,In Stock,Local,19,Pallimulla,Saturday,Evening,0.0
788,Suzuki Alto,2012,286893,Suspension,Steering Rack Rattle,Moderate,Steering Rack Bush,In Stock,Local,4,Kaduwela,Tuesday,Morning,6.3
789,Suzuki Alto,2016,40545,Brake,Brake Fluid Leak,Major,Brake Cylinder/Line,In Stock,Authorized,19,Dehiwala,Thursday,Evening,4.1
790,Suzuki Alto,2015,298999,Engine,Oil Leak (Gasket),Minor,Valve Cover Gasket,In Stock,Local,14,Nupe,Tuesday,Evening,1.4
791,Suzuki Alto,2013,228884,AC,Compressor Noise,Major,Compressor,Order Required,Local,9,Pitabeddara,Monday,Afternoon,13.3
792,Suzuki Alto,2021,46433,Transmission,Clutch Slipping,Moderate,Clutch Plate Set,In Stock,Authorized,16,Dondra,Sunday,Afternoon,4.3
793,Suzuki Alto,2019,64585,Engine,Coolant Leak,Minor,Radiator Hose/Pipe,In Stock,Authorized,16,Malimbada,Monday,Evening,0.9
794,Suzuki Alto,2013,101683,AC,Compressor Noise,Major,Compressor,Order Required,Local,24,Akuressa,Sunday,Evening,0.0
795,Suzuki Alto,2016,96406,AC,Blower Fan Issue,Minor,Blower Motor,In Stock,Local,6,Pitabeddara,Wednesday,Morning,0.6
796,Suzuki Alto,2015,157541,Electrical,Battery Drain,Minor,Battery,In Stock,Local,17,Kesbewa,Thursday,Afternoon,0.5
797,Suzuki Alto,2021,132244,Electrical,Headlight Issue,Minor,Bulb/Fuse,In Stock,Authorized,19,Nawimana,Tuesday,Evening,0.5
798,Suzuki Alto,2018,39955,Suspension,Steering Rack Rattle,Moderate,Steering Rack Bush,In Stock,Local,7,Pallimulla,Thursday,Afternoon,5.4
799,Suzuki Alto,2019,68188,Electrical,Battery Drain,Minor,Battery,Order Required,Local,11,Borella,Saturday,Afternoon,0.5
800,Suzuki Alto,2021,33329,Suspension,Shock Absorber Leaking,Moderate,Shock Absorbers,In Stock,Authorized,20,Pitabeddara,Saturday,Morning,1.5
801,Suzuki Alto,2019,64409,Brake,Brake Shoe Wear,Moderate,Brake Shoes,In Stock,Local,24,Nupe,Friday,Afternoon,1.3
802,Suzuki Alto,2012,161341,Engine,Oil Leak (Gasket),Major,Valve Cover Gasket,In Stock,Local,25,Havelock Town,Wednesday,Evening,4.3
803,Suzuki Alto,2022,31613,Electrical,Rat Bite Damage,Moderate,Wiring Harness Repair,Order Required,Authorized,15,Kesbewa,Sunday,Evening,3.7
804,Suzuki Alto,2016,75909,Engine,Water Pump Failure,Major,Water Pump,In Stock,Authorized,16,Grandpass,Friday,Evening,9.4
805,Suzuki Alto,2020,35030,Engine,Misfiring,Major,Spark Plugs/Coils,In Stock,Local,9,Devinuwara,Tuesday,Afternoon,5.1
806,Suzuki Alto,2020,72825,Engine,Radiator Fan Failure,Moderate,Fan Motor,In Stock,Local,17,Nupe,Sunday,Afternoon,3.5
807,Suzuki Alto,2015,286256,Brake,Brake Shoe Wear,Moderate,Brake Shoes,In Stock,Local,24,Meddawatta,Sunday,Morning,1.0
808,Suzuki Alto,2021,22688,Engine,Timing Belt Noise,Moderate,Timing Belt Kit,In Stock,Authorized,6,Gandara,Friday,Afternoon,5.5
809,Suzuki Alto,2017,36846,Engine,Radiator Fan Failure,Moderate,Fan Motor,Order Required,Local,1,Meddawatta,Saturday,Afternoon,4.9
810,Suzuki Alto,2017,285634,Engine,Oil Leak (Gasket),Moderate,Valve Cover Gasket,Order Required,Local,3,Havelock Town,Wednesday,Evening,4.2
811,Suzuki Alto,2016,61734,Brake,Brake Shoe Wear,Minor,Brake Shoes,In Stock,Authorized,13,Thalalla,Tuesday,Evening,0.8
812,Suzuki Alto,2014,143551,Engine,Engine Knocking,Major,Engine Overhaul Kit,In Stock,Local,3,Paburana,Friday,Afternoon,49.8
813,Suzuki Alto,2015,172137,Electrical,Rat Bite Damage,Minor,Wiring Harness Repair,In Stock,Local,1,Nupe,Tuesday,Afternoon,2.1
814,Suzuki Alto,2018,97153,AC,Blower Fan Issue,Minor,Blower Motor,In Stock,Local,1,Athuraliya,Wednesday,Morning,0.9
815,Suzuki Alto,2020,53839,Engine,Thermostat Stuck,Minor,Thermostat Valve,In Stock,Local,2,Meddawatta,Friday,Morning,2.1
816,Suzuki Alto,2011,370390,Electrical,Battery Drain,Minor,Battery,In Stock,Authorized,13,Kollupitiya,Sunday,Evening,0.5
817,Suzuki Alto,2012,514265,Brake,Brake Shoe Wear,Moderate,Brake Shoes,In Stock,Local,4,Matara,Monday,Afternoon,2.3
818,Suzuki Alto,2018,113952,Engine,Fuel Injector Clog,Moderate,Injector Cleaning,In Stock,Local,10,Kirinda Puhulwella,Wednesday,Morning,2.3
819,Suzuki Alto,2017,242408,Electrical,Power Window Stuck,Moderate,Window Motor/Regulator,In Stock,Authorized,12,Matara,Monday,Morning,0.0
820,Suzuki Alto,2020,57137,Suspension,CV Joint Noise,Major,CV Joint/Boot,In Stock,Authorized,18,Paburana,Wednesday,Morning,5.9
821,Suzuki Alto,2015,156930,Electrical,Rat Bite Damage,Major,Wiring Harness Repair,In Stock,Local,7,Ratmalana,Monday,Afternoon,8.9
822,Suzuki Alto,2013,147959,Engine,Engine Knocking,Major,Engine Overhaul Kit,In Stock,Local,2,Kirinda Puhulwella,Friday,Afternoon,53.1
823,Suzuki Alto,2021,51293,AC,No Cooling,Moderate,Refrigerant Gas,In Stock,Authorized,17,Malimbada,Friday,Afternoon,2.2
824,Suzuki Alto,2013,48665,AC,Condenser Leak,Moderate,Condenser,Order Required,Local,8,Pasgoda,Saturday,Morning,3.8
825,Suzuki Alto,2021,60653,Body,Windshield Crack,Major,Windshield Glass,In Stock,Local,18,Meddawatta,Monday,Evening,6.4
826,Suzuki Alto,2016,30063,Engine,Hard Starting,Minor,Starter Motor/Battery,In Stock,Local,1,Malimbada,Saturday,Evening,0.8
827,Suzuki Alto,2014,120663,AC,Blower Fan Issue,Moderate,Blower Motor,In Stock,Authorized,10,Pallimulla,Thursday,Morning,1.4
828,Suzuki Alto,2022,80326,Suspension,Steering Rack Rattle,Moderate,Steering Rack Bush,In Stock,Authorized,9,Thalalla,Saturday,Afternoon,6.3
829,Suzuki Alto,2012,300815,Engine,Oil Leak (Gasket),Moderate,Valve Cover Gasket,In Stock,Local,16,Nupe,Thursday,Afternoon,2.7
830,Suzuki Alto,2019,73274,Engine,Thermostat Stuck,Moderate,Thermostat Valve,In Stock,Local,22,Matara,Monday,Afternoon,2.5
831,Suzuki Alto,2011,398943,Electrical,Power Window Stuck,Minor,Window Motor/Regulator,Order Required,Local,2,Welipitiya,Thursday,Morning,1.3
832,Suzuki Alto,2020,155295,Brake,Brake Shoe Wear,Minor,Brake Shoes,Order Required,Authorized,8,Kolonnawa,Saturday,Afternoon,1.2
833,Suzuki Alto,2012,178717,Engine,Timing Belt Noise,Minor,Timing Belt Kit,In Stock,Local,14,Athuraliya,Friday,Afternoon,2.3
834,Suzuki Alto,2019,220383,Electrical,Battery Drain,Minor,Battery,In Stock,Local,4,Pasgoda,Thursday,Morning,0.5
835,Suzuki Alto,2011,152475,Electrical,Power Window Stuck,Minor,Window Motor/Regulator,In Stock,Local,24,Dikwella,Sunday,Morning,0.5
836,Suzuki Alto,2011,251903,Suspension,Steering Rack Rattle,Major,Steering Rack Bush,In Stock,Local,15,Devinuwara,Saturday,Evening,9.0
837,Suzuki Alto,2018,17829,Suspension,CV Joint Noise,Moderate,CV Joint/Boot,In Stock,Local,1,Matara,Sunday,Afternoon,3.5
838,Suzuki Alto,2015,370637,Electrical,Alternator Failure,Moderate,Alternator,In Stock,Local,24,Havelock Town,Tuesday,Evening,2.3
839,Suzuki Alto,2022,13865,Electrical,Alternator Failure,Major,Alternator,In Stock,Authorized,12,Nupe,Wednesday,Evening,6.3
840,Suzuki Alto,2016,102758,Brake,Disc Rotor Warped,Moderate,Disc Skimming,In Stock,Local,6,Meddawatta,Wednesday,Afternoon,2.4
841,Suzuki Alto,2018,22509,Transmission,Transmission Oil Leak,Moderate,Oil Seal,Order Required,Local,4,Athuraliya,Friday,Evening,3.0
842,Suzuki Alto,2017,100166,Brake,Disc Rotor Warped,Moderate,Disc Skimming,In Stock,Authorized,17,Thalalla,Wednesday,Evening,1.8
843,Suzuki Alto,2013,205693,Engine,Thermostat Stuck,Minor,Thermostat Valve,In Stock,Local,15,Kollupitiya,Friday,Morning,1.5
844,Suzuki Alto,2016,49425,Suspension,Rim Bend,Moderate,Rim Repair,In Stock,Authorized,12,Thihagoda,Friday,Afternoon,1.0
845,Suzuki Alto,2011,41559,AC,Compressor Noise,Minor,Compressor,Order Required,Local,19,Hiththetiya,Tuesday,Evening,1.7
846,Suzuki Alto,2016,27965,Electrical,Starter Motor Fault,Minor,Starter Motor,Order Required,Authorized,8,Padukka,Wednesday,Evening,1.1
847,Suzuki Alto,2016,247734,Engine,Blown Head Gasket,Major,Head Gasket Set,In Stock,Local,8,Dikwella,Saturday,Evening,61.4
848,Suzuki Alto,2020,135970,Transmission,Gear Shifting Hard,Minor,Gear Cable/Oil,In Stock,Local,16,Seethawaka,Thursday,Afternoon,1.5
849,Suzuki Alto,2013,292682,Engine,Blown Head Gasket,Major,Head Gasket Set,Order Required,Local,14,Weligama,Thursday,Evening,48.7
850,Suzuki Alto,2022,28457,AC,Compressor Noise,Major,Compressor,In Stock,Authorized,7,Devinuwara,Friday,Evening,11.0
851,Suzuki Alto,2015,99859,Suspension,Wheel Bearing Noise,Moderate,Wheel Bearing,In Stock,Local,22,Walgama,Saturday,Afternoon,2.3
852,Suzuki Alto,2015,35753,Suspension,Steering Rack Rattle,Major,Steering Rack Bush,In Stock,Local,19,Matara,Thursday,Morning,7.7
853,Suzuki Alto,2017,89220,Engine,Hard Starting,Moderate,Starter Motor/Battery,Order Required,Authorized,11,Thihagoda,Wednesday,Afternoon,1.1
854,Suzuki Alto,2021,102838,Electrical,Horn Not Working,Minor,Horn Unit,In Stock,Authorized,16,Devinuwara,Sunday,Afternoon,0.5
855,Suzuki Alto,2018,40295,Electrical,Power Window Stuck,Moderate,Window Motor/Regulator,In Stock,Authorized,15,Nawimana,Thursday,Afternoon,1.6
856,Suzuki Alto,2012,163379,Engine,Radiator Fan Failure,Moderate,Fan Motor,In Stock,Local,23,Kotapola,Thursday,Morning,2.1
857,Suzuki Alto,2019,62918,Suspension,Bushings Worn,Moderate,Suspension Bush Kit,In Stock,Local,24,Kesbewa,Friday,Evening,0.0
858,Suzuki Alto,2018,89742,Suspension,Rim Bend,Major,Rim Repair,In Stock,Authorized,18,Kotapola,Monday,Morning,2.8
859,Suzuki Alto,2018,41330,Electrical,Starter Motor Fault,Moderate,Starter Motor,In Stock,Authorized,19,Kesbewa,Friday,Morning,1.7
860,Suzuki Alto,2018,42406,Transmission,CVT Jerking (AGS),Major,AGS Actuator/Oil,In Stock,Authorized,20,Dondra,Saturday,Evening,10.1
861,Suzuki Alto,2012,92589,Suspension,Wheel Bearing Noise,Moderate,Wheel Bearing,In Stock,Local,21,Slave Island,Sunday,Morning,2.7
862,Suzuki Alto,2016,79403,Engine,Oil Leak (Gasket),Moderate,Valve Cover Gasket,In Stock,Local,9,Akuressa,Wednesday,Evening,3.3
863,Suzuki Alto,2015,123544,Electrical,Starter Motor Fault,Moderate,Starter Motor,Order Required,Local,13,Meddawatta,Friday,Afternoon,2.2
864,Suzuki Alto,2020,74807,Brake,Brake Fluid Leak,Major,Brake Cylinder/Line,In Stock,Local,12,Dehiwala,Saturday,Afternoon,6.9
865,Suzuki Alto,2016,40236,Electrical,Rat Bite Damage,Minor,Wiring Harness Repair,In Stock,Local,2,Thalalla,Sunday,Morning,2.6
866,Suzuki Alto,2021,94278,Suspension,Steering Rack Rattle,Moderate,Steering Rack Bush,In Stock,Authorized,17,Dehiwala,Monday,Morning,4.2
867,Suzuki Alto,2013,111373,Engine,Oil Leak (Gasket),Moderate,Valve Cover Gasket,In Stock,Local,2,Kotapola,Sunday,Morning,3.5
868,Suzuki Alto,2020,26832,Brake,Brake Fluid Leak,Moderate,Brake Cylinder/Line,Order Required,Authorized,17,Bambalapitiya,Friday,Evening,2.2
869,Suzuki Alto,2011,199795,AC,Compressor Noise,Moderate,Compressor,Order Required,Local,22,Pitabeddara,Thursday,Morning,2.6
870,Suzuki Alto,2015,115177,AC,No Cooling,Moderate,Refrigerant Gas,In Stock,Authorized,13,Bambalapitiya,Monday,Morning,2.9
871,Suzuki Alto,2018,100689,Engine,Engine Knocking,Moderate,Engine Overhaul Kit,In Stock,Local,14,Kesbewa,Saturday,Evening,15.7
872,Suzuki Alto,2013,273675,Brake,Disc Rotor Warped,Major,Disc Skimming,In Stock,Local,3,Thalalla,Wednesday,Evening,5.5
873,Suzuki Alto,2015,146920,Brake,Brake Pad Wear,Minor,Brake Pads,In Stock,Local,13,Devinuwara,Wednesday,Evening,0.5
874,Suzuki Alto,2018,85122,Electrical,Battery Drain,Minor,Battery,In Stock,Authorized,10,Dondra,Friday,Afternoon,0.5
875,Suzuki Alto,2012,216269,Electrical,Headlight Issue,Minor,Bulb/Fuse,In Stock,Local,1,Kaduwela,Sunday,Afternoon,0.5
